births-cache-size,marriages-cache-size,deaths-cache-size,ros,threshold,"pre-filter-required-fields",max-sibling-age-diff,min-marriage-age,min-parenting-age,max-parenting-age,"max-marriage-age-discrepancy",max-death-age,linkage-results-file,reason,priority,required-memory,seed,population,size,corruption-profile,metric,linkage-type,pre-filter,persist-links,evaluate-quality,experiment-id,linkage-phase,pop-number,evaluation-approach,"single-path-indirect-evaluation-approach","dual-path-indirect-evaluation-approach"
90000,90000,90000,70,0.75,8,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",green,9,12,12345,synthetic-scotland,5003k,A,JENSEN_SHANNON,"death-groom-identity-with-occupations",true,false,true,-,,3,,,
90000,90000,90000,70,0.725,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",golden,5,12,12345,synthetic-scotland,531k,0,JENSEN_SHANNON,"death-groom-identity-with-occupations",true,false,true,-,,2,"death-groom-identity-with-occupations.EMPLOYMENT_DATA",,
90000,90000,90000,70,0.65,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv","green+blue",9,12,12345,synthetic-scotland,5003k,A,JENSEN_SHANNON,death-groom-identity,true,false,true,"B4EB87243C14DFD97A8686216A2DB84BD7DF085A0213E023A399B6E3D35A8518",,1,,,
90000,90000,90000,70,0.65,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",blue,9,12,12345,synthetic-scotland,5003k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,"7EC7DA2A27C1BAEAD3D849972B063006EDE6007E1FDACBC0A634D66C9B4F9084",,2,,,
90000,90000,90000,70,0.5,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",blue,8,12,12345,"synthetic-dominican-republic",4800k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,-,,2,,,
90000,90000,90000,70,0.8,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",yellow,4,12,12345,synthetic-scotland,133k,C,JENSEN_SHANNON,death-groom-identity,true,false,true,-,,3,,,
90000,90000,90000,70,0.6,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv","green+blue",9,12,12345,synthetic-scotland,5003k,A,JENSEN_SHANNON,death-groom-identity,true,false,true,"B4FCE612F7C86251219A43FBC80CD3983D8A9475083DF3C633BC027E48591519",,1,,,
90000,90000,90000,70,0.775,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",golden,5,12,12345,synthetic-scotland,531k,0,JENSEN_SHANNON,"death-groom-identity-with-occupations",true,false,true,-,,3,"death-groom-identity-with-occupations.EMPLOYMENT_DATA",,
90000,90000,90000,70,0.7,8,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",green,5,12,12345,synthetic-scotland,531k,A,JENSEN_SHANNON,"death-groom-identity-with-occupations",true,false,true,-,,4,,,
90000,90000,90000,70,0.8,8,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-1.csv",green,7,12,12345,synthetic-scotland,2482k,A,JENSEN_SHANNON,"death-groom-identity-with-occupations",true,false,true,-,,2,,,
